date,open,high,low,close,volume,ma5,ma20,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower
2022-12-23,0.6701388888888888,0.6834437086092713,0.6425501432664764,0.6122866894197956,-0.719874590374311,64.50200000000001,66.17,56.2553913003859,-0.8668251109365741,-0.7090235372318834,-0.15780157370469072,66.17,70.20683043983766,62.13316956016235
2022-12-26,0.6291666666666669,0.6503311258278144,0.6246418338108888,0.6013651877133106,-0.6737453828876864,64.562,65.9915,55.46224845934542,-0.9027643787853492,-0.7477717055425765,-0.15499267324277266,65.9915,70.12200251180167,61.86099748819834
2022-12-27,0.6527777777777781,0.6721854304635766,0.6310888252148996,0.6354948805460752,-0.7078010119128547,64.44200000000001,65.78450000000001,57.479767288062156,-0.8807479717861213,-0.7743669587912856,-0.10638101299483571,65.78450000000001,69.82542798748008,61.743572012519934
2022-12-28,0.6465277777777776,0.6721854304635766,0.6669054441260749,0.6580204778157,-0.8992800975646763,64.224,65.602,58.8060951378766,-0.8271368498148064,-0.7849209369959897,-0.04221591281881665,65.602,69.51036845755358,61.693631542446425
2022-12-29,0.6875000000000004,0.6834437086092713,0.69054441260745,0.6580204778157,-0.8314123959652192,64.224,65.436,58.8060951378766,-0.7757077730587696,-0.7830783042085457,0.007370531149776149,65.436,69.21813907729472,61.653860922705285
2022-12-30,0.7222222222222228,0.6721854304635766,0.636819484240688,0.6068259385665535,-0.8942254605308386,64.208,65.16650000000001,54.33844503452674,-0.7864034220611984,-0.7837433277790764,-0.002660094282121994,65.16650000000001,68.5789201089549,61.754079891045116
2023-01-03,0.6347222222222224,0.7000000000000002,0.6425501432664764,0.7440273037542657,-0.7514398907182956,64.626,64.95649999999999,62.55004195977479,-0.6254794613416124,-0.7520905544915837,0.12661109314997132,64.95649999999999,67.56263334271286,62.350366657287125
2023-01-04,0.7631944444444438,0.7443708609271518,0.7872492836676224,0.789761092150171,-0.9465684800334954,65.078,64.883,64.82107238010403,-0.4388241706200944,-0.6894372777172859,0.25061310709719153,64.883,67.21083246819863,62.55516753180136
2023-01-05,0.7979166666666662,0.8615894039735101,0.8108882521489975,0.8989761092150172,-0.2834132638108624,65.78399999999999,64.88950000000001,69.56723762208982,-0.1599480975975922,-0.5835394416933471,0.42359134409575494,64.88950000000001,67.25245979652634,62.52654020347369
2023-01-06,0.8972222222222217,0.8503311258278154,0.8474212034383961,0.8184300341296926,-0.8601160281082373,66.25399999999999,64.89899999999999,62.83431181341112,-0.03376373158170054,-0.47358429967101784,0.4398205680893173,64.89899999999999,67.29312531000357,62.504874689996406
2023-01-09,0.8333333333333326,0.822516556291391,0.8474212034383961,0.8703071672354956,-1.014205595643954,67.026,64.9875,65.17228900743373,0.12611021594165095,-0.3536453965484841,0.47975561249013504,64.9875,67.64400804628929,62.33099195371071
2023-01-10,0.8916666666666662,0.8668874172185435,0.9068767908309456,0.8873720136518775,-0.8955844767034984,67.446,65.1505,65.93149951469854,0.2698734487198635,-0.2289416274948146,0.49881507621467813,65.1505,68.09809885330411,62.20290114669588
2023-01-11,0.8972222222222217,0.8721854304635768,0.835243553008596,0.7959044368600687,-0.7329286396764879,67.46400000000001,65.26700000000001,58.56253268336866,0.2725383923641118,-0.1286456235230293,0.40118401588714114,65.26700000000001,68.25171506177722,62.28228493822281
2023-01-12,0.8333333333333326,0.7947019867549674,0.8287965616045843,0.8300341296928333,-1.141198427147486,67.262,65.429,60.343586224362106,0.311406500434515,-0.040635198731520446,0.35204169916603545,65.429,68.44438654238552,62.41361345761449
2023-01-13,0.8506944444444442,0.8443708609271523,0.8767908309455588,0.8641638225255979,-0.7741237873860219,67.396,65.612,62.097994416483616,0.37819596971549174,0.043131034957882,0.33506493475760973,65.612,68.68973683085471,62.53426316914528
2023-01-16,0.8736111111111104,0.8278145695364243,0.835243553008596,0.7959044368600687,-1.1557416776286114,67.178,65.72850000000001,56.69565728426043,0.3464418961354596,0.10379320719339752,0.2426486889420621,65.72850000000001,68.77194065163093,62.685059348369094
2023-01-17,0.8506944444444442,0.8390728476821199,0.835243553008596,0.8819112627986354,-0.6672865732583433,67.162,65.949,61.26791040598423,0.41812811317520016,0.16666018838975805,0.2514679247854421,65.949,68.94166369644161,62.95633630355838
2023-01-18,0.8916666666666662,0.8668874172185435,0.9133237822349574,0.9044368600682602,-0.8463620542519545,67.48,66.116,62.38800139500628,0.49585232181686933,0.23249861507518033,0.263353706741689,66.116,69.21772468152793,63.014275318472066
2023-01-19,0.8854166666666665,0.8668874172185435,0.8710601719197713,0.9044368600682602,-0.20783246087940588,67.69800000000001,66.24199999999999,62.38800139500628,0.5510966183672821,0.2962182157336007,0.2548784026336814,66.24199999999999,69.46500853241183,63.01899146758815
2023-01-27,0.920833333333333,0.8887417218543048,0.8474212034383961,0.8300341296928333,-0.3495501293303996,67.598,66.368,56.16590078993341,0.5011473165948956,0.3372040359058597,0.16394328068903596,66.368,69.51905442669585,63.216945573304145
2023-01-30,0.8388888888888881,0.7834437086092718,0.835243553008596,0.7959044368600687,-0.694838236231323,67.598,66.5025,53.528655758557875,0.4164161278376781,0.3530464542922234,0.0633696735454547,66.5025,69.44697873145647,63.558021268543534
2023-01-31,0.7923611111111106,0.7556291390728473,0.6848137535816625,0.6641638225255977,0.8445259638489127,66.96000000000001,66.5485,44.78686501864007,0.19132569644284558,0.32070230272234784,-0.12937660627950226,66.5485,69.34520001966594,63.75179998033407
2023-02-01,0.7048611111111112,0.66158940397351,0.6848137535816625,0.6696245733788397,-0.6002187168082247,66.272,66.5735,45.18645932035679,0.019174210917626056,0.2603966843614035,-0.24122247344377745,66.5735,69.29587598431948,63.85112401568052
2023-02-02,0.6875000000000004,0.644370860927153,0.6726361031518633,0.6409556313993181,-0.7523655973866292,65.5,66.561,43.41017531138312,-0.14942509211115862,0.17843232906689108,-0.3278574211780497,66.561,69.32171657364523,63.80028342635478
2023-02-03,0.6638888888888892,0.6225165562913917,0.6246418338108888,0.6013651877133106,-0.578203519508594,64.83000000000001,66.51950000000001,41.01253467528422,-0.32608351936036684,0.0775291593814395,-0.40361267874180634,66.51950000000001,69.41895149985295,63.620048500147064
2023-02-06,0.6000000000000001,0.644370860927153,0.6246418338108888,0.6812286689419804,-0.5522789289204849,64.494,66.574,47.33202071100378,-0.36744173422101767,-0.011465019339051932,-0.35597671488196575,66.574,69.306086382236,63.841913617763986
2023-02-07,0.6993055555555547,0.6503311258278144,0.636819484240688,0.6068259385665535,-0.8578524423162355,64.326,66.4735,42.73830001097179,-0.4826090907731526,-0.10569383362587208,-0.3769152571472805,66.4735,69.44234000916174,63.50465999083826
2023-02-08,0.6173611111111108,0.5947019867549672,0.6124641833810895,0.5897610921501708,-0.7254009679106413,64.09200000000001,66.327,41.73775457417664,-0.587283126923424,-0.20201169228538246,-0.38527143463804153,66.327,69.55045218670908,63.103547813290916
2023-02-09,0.5944444444444446,0.5615894039735103,0.5709169054441268,0.5440273037542664,-0.7044291722112289,63.80799999999999,66.067,39.096120178925595,-0.7160473076460079,-0.30481881535750754,-0.41122849228850034,66.067,69.50193871852171,62.63206128147827
2023-02-10,0.5479166666666662,0.555629139072848,0.5709169054441268,0.5952218430034129,-0.8763420759215746,63.790000000000006,65.90350000000001,43.413567879616714,-0.7489417819141835,-0.39364340866884273,-0.35529837324534075,65.90350000000001,69.46560204794862,62.341397952051395
2023-02-13,0.6000000000000001,0.555629139072848,0.5164756446991405,0.5610921501706483,-0.7158676784279852,63.438,65.677,41.31104039108878,-0.8060648967178565,-0.47612770627864553,-0.329937190439211,65.677,69.3283400279897,62.02565997201031
2023-02-14,0.5652777777777778,0.5443708609271525,0.5343839541547282,0.5262798634812289,-0.9542138467312266,63.202,65.4125,39.22435548470814,-0.8823173097780739,-0.5573656269785312,-0.3249516827995427,65.4125,69.1326606148122,61.69233938518779
2023-02-15,0.5298611111111104,0.5615894039735103,0.5343839541547282,0.6013651877133106,-0.7767015465880341,63.236000000000004,65.27,45.60621467264806,-0.844255042975945,-0.614743510178014,-0.22951153279793102,65.27,69.01402457256893,61.525975427431064
2023-02-16,0.6062499999999997,0.588741721854305,0.6067335243553011,0.6293515358361774,-1.1380797516462813,63.48599999999999,65.123,47.80616418618735,-0.7721064858748292,-0.646216105317377,-0.12589038055745216,65.123,68.79671256360648,61.44928743639353
2023-02-17,0.6118055555555553,0.5834437086092716,0.5888252148997135,0.6013651877133106,-1.096841849451287,63.504,64.93050000000001,45.81082721854213,-0.7394874569679786,-0.6648703756474974,-0.07461708132048117,64.93050000000001,68.4635523630425,61.39744763695752
2023-02-20,0.6062499999999997,0.644370860927153,0.6010028653295136,0.6866894197952225,-0.8046183040435949,63.872,64.8505,52.34183903519663,-0.6057889305370452,-0.653054086625407,0.04726515608836179,64.8505,68.29926485136347,61.40173514863652
2023-02-21,0.693055555555556,0.6503311258278144,0.6726361031518633,0.6696245733788397,-1.0433684782150607,64.292,64.69500000000001,51.017492212197425,-0.5140788151790616,-0.6252590323361379,0.11118021715707627,64.69500000000001,67.85338882976752,61.53661117023249
2023-02-22,0.6236111111111113,0.6000000000000005,0.6010028653295136,0.572696245733789,-0.8477306781741559,64.208,64.452,44.17980036465575,-0.5496440659364339,-0.6101360390561971,0.060491973119763176,64.452,67.21775920860807,61.686240791391924
2023-02-23,0.577083333333333,0.6112582781456961,0.5343839541547282,0.5836177474402731,-0.3517949800107953,64.074,64.217,45.07308921521362,-0.5584812958353922,-0.5998050904120361,0.041323794576643924,64.217,66.40795504289807,62.02604495710193
2023-02-24,0.588194444444444,0.5615894039735103,0.5408309455587399,0.5262798634812289,-0.6626618830164923,63.854000000000006,63.9945,41.33331997701506,-0.6260491392509806,-0.605053900179825,-0.020995239071155636,63.9945,65.84198991878186,62.14701008121815
2023-02-27,0.5298611111111104,0.555629139072848,0.5107449856733521,0.5549488054607505,-0.9355584794462947,63.468,63.818,43.842268351808215,-0.6383481716791266,-0.6117127544796853,-0.02663541719944129,63.818,65.26288892306664,62.373111076933355
2023-02-28,0.577083333333333,0.555629139072848,0.5766475644699143,0.572696245733789,-0.9731732992891501,63.184000000000005,63.751,45.398985349329216,-0.6199688019669409,-0.6133639639771364,-0.006604837989804491,63.751,65.1534393034997,62.34856069650031
2023-03-01,0.5534722222222217,0.6165562913907285,0.5709169054441268,0.6525597269624579,-0.6845906105702486,63.41799999999999,63.7385,51.865283503489835,-0.505170506016178,-0.5917252723849448,0.0865547663687668,63.7385,65.1088324414173,62.3681675585827
2023-03-02,0.6583333333333337,0.6112582781456961,0.636819484240688,0.6293515358361774,-0.9472439048262701,63.552,63.73,50.01173204846532,-0.43659439943348133,-0.5606990977946521,0.12410469836117077,63.73,65.08735036007683,62.37264963992316
2023-03-03,0.5479166666666662,0.6059602649006628,0.5709169054441268,0.6013651877133106,-1.1320427222218146,63.772000000000006,63.730000000000004,47.79360067692383,-0.4105977985560685,-0.5306788379469354,0.1200810393908669,63.730000000000004,65.08735036007684,62.37264963992317
2023-03-06,0.6062499999999997,0.5947019867549672,0.5709169054441268,0.5440273037542664,-1.041759180166842,63.739999999999995,63.62949999999999,43.53350711702321,-0.45255946113294954,-0.5150549625841383,0.06249550145118876,63.62949999999999,64.91216090608576,62.34683909391423
2023-03-07,0.6000000000000001,0.5721854304635761,0.6010028653295136,0.5897610921501708,-0.9077056135251856,63.79,63.617000000000004,47.549382193348634,-0.4268307413725836,-0.49741011834182736,0.07057937696924377,63.617000000000004,64.89607935641257,62.337920643587445
2023-03-08,0.5590277777777772,0.588741721854305,0.5709169054441268,0.6293515358361774,-0.8723990555097004,63.722,63.645999999999994,50.81073362602376,-0.3555409382398551,-0.4690362823214329,0.1134953440815778,63.645999999999994,64.9474207620907,62.34457923790929
2023-03-09,0.6173611111111108,0.6225165562913917,0.6425501432664764,0.6293515358361774,-0.8025814611407749,63.722,63.7085,50.81073362602376,-0.29563535529266716,-0.4343560969156798,0.13872074162301262,63.7085,64.98426290900807,62.432737090991935
2023-03-10,0.6347222222222224,0.6278145695364241,0.636819484240688,0.6525597269624579,-0.7842892667885157,63.872,63.7505,52.80579365987215,-0.21820921075805444,-0.39112671968415474,0.1729175089261003,63.7505,65.07288383232732,62.42811616767268
2023-03-13,0.6527777777777781,0.6225165562913917,0.6669054441260749,0.6525597269624579,-0.5936321241099783,64.19,63.817499999999995,52.80579365987214,-0.1550609868547781,-0.3439135731182794,0.18885258626350132,63.817499999999995,65.15118474535801,62.48381525464198
2023-03-14,0.6236111111111113,0.6112582781456961,0.6067335243553011,0.6354948805460752,-0.6367257631289333,64.324,63.8975,51.04044483652258,-0.12376182582679007,-0.29988322365998155,0.17612139783319147,63.8975,65.13213152397816,62.66286847602184
2023-03-15,0.640972222222222,0.6337748344370855,0.6604584527220632,0.6641638225255977,-0.528668364809471,64.426,63.94350000000001,53.83283518320229,-0.06432502643647808,-0.2527715842152809,0.18844655777880281,63.94350000000001,65.22198777858868,62.66501222141133
2023-03-16,0.6638888888888892,0.6225165562913917,0.6246418338108888,0.6238907849829354,-0.7353632434103302,64.41,63.939499999999995,49.5569082700449,-0.06409021179807439,-0.2150353097318396,0.1509450979337652,63.939499999999995,65.21562656112181,62.663373438878175
2023-03-17,0.6291666666666669,0.5834437086092716,0.5408309455587399,0.5153583617747439,-0.3013249912812741,64.00800000000001,63.8765,40.273070225184796,-0.1900134742688664,-0.21003094263924496,0.02001746837037857,63.8765,65.2979819731536,62.4550180268464
2023-03-20,0.5479166666666662,0.5059602649006623,0.5164756446991405,0.5037542662116041,-0.6968856476586388,63.572,63.74250000000001,39.42270354251537,-0.3000671588340751,-0.228038185878211,-0.07202897295586408,63.74250000000001,65.21564459575451,62.2693554042455
2023-03-21,0.5124999999999997,0.5112582781456956,0.5229226361031523,0.5092150170648462,-0.8213050434474521,63.202,63.625,40.064067444501184,-0.37649022042978686,-0.25772859278852617,-0.11876162764126069,63.625,65.12932044458644,62.12067955541355
2023-03-22,0.5243055555555549,0.4887417218543044,0.5343839541547282,0.5092150170648462,-1.0376927001733582,62.748000000000005,63.578500000000005,40.064067444501184,-0.4320753516466098,-0.2925979445601429,-0.13947740708646694,63.578500000000005,65.17014411851419,61.98685588148582
2023-03-23,0.5069444444444442,0.5225165562913912,0.5107449856733521,0.5610921501706483,-0.8529865975608902,62.564,63.56200000000001,46.32526628756609,-0.41007423961822553,-0.3160932035717594,-0.09398103604646613,63.56200000000001,65.16336941397068,61.96063058602933
2023-03-24,0.5479166666666662,0.5337748344370867,0.5587392550143266,0.5440273037542664,-1.0224106137524835,62.648,63.575,44.672095750792685,-0.40810671036958013,-0.3344959049313236,-0.07361080543825654,63.575,65.15088705179045,61.99911294820956
2023-03-27,0.5479166666666662,0.5059602649006623,0.5286532951289398,0.520819112627986,-0.8115104231772643,62.698,63.55,42.45321526006543,-0.429036917250329,-0.35340410739512473,-0.07563280985520426,63.55,65.17170280877872,61.928297191221276
2023-03-28,0.5187499999999994,0.5225165562913912,0.5343839541547282,0.5092150170648462,-0.6775519732560698,62.698,63.503499999999995,41.34735561222594,-0.4541071714474896,-0.3735447202055977,-0.08056245124189187,63.503499999999995,65.19830706866617,61.80869293133382
2023-03-29,0.5298611111111104,0.5,0.5343839541547282,0.5378839590443687,-1.034437114241186,62.782000000000004,63.41949999999999,45.14889796566492,-0.4350698244914497,-0.3858497410627681,-0.049220083428681616,63.41949999999999,65.07245462732672,61.76654537267326
2023-03-30,0.5298611111111104,0.5278145695364236,0.5465616045845274,0.5440273037542664,-1.0672591082252123,62.73199999999999,63.35699999999999,45.95722623914308,-0.40801697631231804,-0.39028318811267815,-0.01773378819963989,63.35699999999999,64.98607458392821,61.72792541607178
2023-03-31,0.5479166666666662,0.5278145695364236,0.5343839541547282,0.5092150170648462,-0.9532977478124346,62.629999999999995,63.2895,42.16521928260061,-0.4228557194618574,-0.396797694382514,-0.026058025079343405,63.2895,64.9575944217882,61.62140557821179
2023-04-03,0.5243055555555549,0.5,0.5229226361031523,0.5092150170648462,-1.061584290958464,62.596000000000004,63.263999999999996,42.16521928260061,-0.4296626467788798,-0.4033706848617872,-0.0262919619170926,63.263999999999996,64.96909119990718,61.5589088000928
2023-04-04,0.5124999999999997,0.4781456953642387,0.5229226361031523,0.4982935153583621,-0.5963948324906665,62.564,63.19699999999999,40.93624582953511,-0.44286280183604276,-0.4112691082566383,-0.03159369357940445,63.19699999999999,64.95021533189764,61.44378466810234
2023-04-05,0.5013888888888887,0.4947019867549667,0.5164756446991405,0.5153583617747439,-1.0074244460174901,62.498000000000005,63.1135,43.69758571540842,-0.42821491418185076,-0.4146582694416808,-0.013556644740169932,63.1135,64.83213055948654,61.39486944051346
2023-04-06,0.5124999999999997,0.4834437086092711,0.5286532951289398,0.5037542662116041,-1.0351759501809352,62.379999999999995,63.0215,42.2510475537204,-0.4254199604450051,-0.41681060764234573,-0.008609352802659342,63.0215,64.70059826990592,61.34240173009408
2023-04-07,0.5124999999999997,0.4887417218543044,0.5286532951289398,0.5262798634812289,-1.0885080874989002,62.42999999999999,62.928999999999995,45.98876334577534,-0.3920573048341538,-0.4118599470807074,0.019802642246553592,62.928999999999995,64.46788141193566,61.390118588064325
2023-04-10,0.5298611111111104,0.4887417218543044,0.5343839541547282,0.5092150170648462,-1.0703311861411402,62.42999999999999,62.824,43.68213929300845,-0.3813936025198501,-0.40576667816853595,0.02437307564868585,62.824,64.19440723874371,61.45359276125629
2023-04-11,0.5069444444444442,0.4781456953642387,0.5164756446991405,0.5092150170648462,-1.0941108466440863,62.462,62.731500000000004,43.68213929300845,-0.3686924841537049,-0.3983518393655697,0.029659355211864802,62.731500000000004,63.94214073944387,61.520859260556136
2023-04-12,0.5124999999999997,0.4721854304635764,0.5107449856733521,0.5037542662116041,-0.9997478541337488,62.428,62.614,42.88388989019748,-0.360921608121501,-0.390865793116756,0.02994418499525503,62.614,63.440641397464,61.787358602535996
2023-04-13,0.5069444444444442,0.4721854304635764,0.48065902578796527,0.45802047781569977,-1.042226597182041,62.294000000000004,62.49249999999999,36.81596267218582,-0.4041675416219519,-0.39352614281779524,-0.010641398804156654,62.49249999999999,63.10126514354986,61.883734856450126
2023-04-14,0.46597222222222223,0.4337748344370862,0.43839541547277916,0.41774744027303745,-0.8485122685993655,61.976,62.42100000000001,32.46024363395958,-0.480509312408671,-0.4109227767359704,-0.06958653567270062,62.42100000000001,63.28981298332917,61.55218701667084
2023-04-17,0.41944444444444384,0.3887417218543048,0.3724928366762179,0.35494880546075036,-0.8138974685508757,61.524,62.31199999999999,27.080093903979872,-0.608235664877931,-0.45038535436436256,-0.15785031051356846,62.31199999999999,63.630007587232086,60.993992412767895
2023-04-18,0.3611111111111103,0.39470198675496704,0.3782234957020054,0.42935153583617724,-1.0225801905318928,61.29,62.253499999999995,39.809155251717414,-0.6144231414293202,-0.48319291177735413,-0.13123022965196607,62.253499999999995,63.650414814869315,60.856585185130676
2023-04-19,0.43680555555555545,0.40000000000000036,0.39040114613180554,0.3720136518771331,-1.077818505358912,60.903999999999996,62.153,34.77167494416666,-0.6792774533549988,-0.5224098200928831,-0.15686763326211572,62.153,63.76333040088095,60.542669599119044
2023-04-20,0.3784722222222219,0.3721854304635759,0.3782234957020054,0.36655290102389104,-1.0751696488102918,60.636,62.01049999999999,34.32617141309683,-0.728729948985027,-0.5636738458713119,-0.1650561031137151,62.01049999999999,63.73591560210908,60.285084397890905
2023-04-21,0.37291666666666634,0.339072847682119,0.31805157593123257,0.309215017064846,-0.9375319112021401,60.318000000000005,61.838499999999996,29.98240914672654,-0.8261787139488987,-0.6161748194868293,-0.21000389446206946,61.838499999999996,63.83198212934089,59.8450178706591
